House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
39,Hill Points,Sara,Norton,29,Head,Married,Female,Ergonomist,None,None
39,Hill Points,Christian,Norton,31,Husband,Married,Male,Telecommunications researcher,None,None
39,Hill Points,David,Duncan,50,Lodger,Single,Male,Volunteer coordinator,None,None
39,Hill Points,Justin,Jenkins,25,Lodger,Single,Male,Education administrator,None,Methodist
40,Hill Points,Jennifer,Walters,61,Head,Married,Female,Recycling officer,None,Christian
40,Hill Points,Victor,Walters,60,Husband,Married,Male,Unemployed,None,Christian
40,Hill Points,Mohammad,Walters,16,Son,NA,Male,Student,None,NA
40,Hill Points,Brandon,Walters,14,Son,NA,Male,Student,Mental Disability,NA
41,Hill Points,Jack,Cooper,60,Head,Divorced,Male,"Therapist, speech and language",None,Christian
42,Hill Points,Jane,Miah,31,Head,Married,Female,Dispensing optician,None,Methodist
42,Hill Points,Anthony,Miah,34,Husband,Married,Male,Hydrogeologist,None,Methodist
42,Hill Points,Alexander,Miah,16,Son,NA,Male,Student,None,NA
42,Hill Points,Olivia,Miah,13,Daughter,NA,Female,Student,None,NA
42,Hill Points,Denis,Miah,13,Son,NA,Male,Student,None,NA
43,Hill Points,Chelsea,Simpson,31,Head,Married,Female,Acupuncturist,None,None
43,Hill Points,Oliver,Roberts,32,Husband,Married,Male,"Surveyor, mining",None,None
44,Hill Points,Patrick,Peters,54,Head,Married,Male,Control and instrumentation engineer,None,Methodist
44,Hill Points,Rosie,Peters,48,Wife,Married,Female,"Social research officer, government",None,Methodist
44,Hill Points,Harriet,Peters,9,Granddaughter,NA,Female,Student,None,NA
44,Hill Points,Dale,Peters,8,Grandson,NA,Male,Student,None,NA
44,Hill Points,Bradley,Walton,2,Grandson,NA,Male,Child,None,NA
44,Hill Points,Frances,Walton,0,Granddaughter,NA,Female,Child,None,NA
45,Hill Points,Bernard,Young,28,Head,Single,Male,Theatre director,None,Christian
45,Hill Points,Carly,Patel,21,None,Single,Female,University Student,None,Sikh
45,Hill Points,Cameron,Robertson,18,None,Single,Male,Student,None,NA
45,Hill Points,Stacey,Taylor,54,None,Single,Female,Race relations officer,None,Christian
45,Hill Points,Jacob,Fraser,33,None,Single,Male,Field trials officer,None,None
46,Hill Points,Holly,Baker,39,Head,Single,Female,Publishing rights manager,None,None
47,Hill Points,Peter,Griffiths,41,Head,Married,Male,Theatre director,None,Catholic
47,Hill Points,Lauren,Griffiths,34,Wife,Married,Female,Environmental education officer,None,None
48,Hill Points,Sheila,Hall,82,Head,Divorced,Female,"Retired Horticulturist, amenity",None,None
49,Hill Points,Joan,Rogers,56,Head,Married,Female,Unemployed,None,Christian
49,Hill Points,Gareth,Rogers,58,Husband,Married,Male,Charity fundraiser,None,None
49,Hill Points,Dominic,Rogers,17,Son,NA,Male,Student,None,NA
50,Hill Points,Rachael,Bryant,44,Head,Married,Female,Unemployed,None,Catholic
50,Hill Points,Garry,Bryant,43,Husband,Married,Male,Commercial art gallery manager,None,Catholic
50,Hill Points,Cheryl,Bryant,13,Daughter,NA,Female,Student,None,NA
50,Hill Points,Kyle,Bryant,11,Son,NA,Male,Student,None,NA
51,Hill Points,Maureen,Scott,38,Head,Married,Female,Manufacturing engineer,None,Christian
51,Hill Points,Toby,Scott,40,Husband,Married,Male,Heritage manager,None,None
52,Hill Points,Andrea,Lloyd,40,Head,Married,Female,Psychiatric nurse,None,Christian
52,Hill Points,Scott,Lloyd,39,Husband,Married,Male,Podiatrist,None,Christian
52,Hill Points,Alison,Lloyd,17,Daughter,NA,Female,Student,None,NA
52,Hill Points,Leon,Lloyd,9,Son,NA,Male,Student,None,NA
53,Hill Points,Lauren,Allen,46,Head,Married,Female,Operations geologist,None,None
53,Hill Points,Luke,Allen,44,Husband,Married,Male,Social researcher,None,None
53,Hill Points,Angela,Allen,19,Daughter,Divorced,Female,Clothing/textile technologist,None,None
53,Hill Points,Dennis,Allen,16,Son,NA,Male,Student,None,NA
53,Hill Points,Abigail,Allen,12,Daughter,NA,Female,Student,None,NA
53,Hill Points,Chloe,Allen,10,Daughter,NA,Female,Student,None,NA
54,Hill Points,Karl,Wilkins,39,Head,Single,Male,Unemployed,None,None
54,Hill Points,Jake,Lawrence,38,None,Single,Male,Unemployed,None,Methodist
54,Hill Points,Ashleigh,Williams,31,None,Single,Female,Musician,None,None
54,Hill Points,Brett,O'Brien,64,None,Single,Male,Herbalist,None,Christian
55,Hill Points,Jean,Brown,43,Head,Single,Female,Health physicist,None,Catholic
55,Hill Points,Olivia,Brown,8,Daughter,NA,Female,Student,None,NA
56,Hill Points,Paige,Saunders,67,Head,Widowed,Female,Banker,None,None
1,Ranger Hollow,Alexandra,Davis,66,Head,Single,Female,"Nurse, mental health",None,Christian
2,Ranger Hollow,Patricia,Goddard,36,Head,Single,Female,"Engineer, control and instrumentation",None,None
3,Ranger Hollow,Samantha,Scott,77,Head,Widowed,Female,Retired Biomedical scientist,None,None
4,Ranger Hollow,Anthony,Brooks,36,Head,Single,Male,"Scientist, audiological",None,None
5,Ranger Hollow,Nicole,Hunt,70,Head,Widowed,Female,"Retired Education officer, community",None,None
6,Ranger Hollow,Natalie,Summers,71,Head,Widowed,Female,"Retired Engineer, drilling",None,Christian
7,Ranger Hollow,Kelly,Day,63,Head,Divorced,Female,"Engineer, production",None,Christian
7,Ranger Hollow,Tracy,Day,28,Daughter,Single,Female,"Therapist, music",None,None
8,Ranger Hollow,Rita,Chamberlain,45,Head,Married,Female,Human resources officer,None,Muslim
8,Ranger Hollow,Brett,Chamberlain,43,Husband,Married,Male,Geophysicist/field seismologist,None,Muslim
8,Ranger Hollow,Mandy,Chamberlain,7,Daughter,NA,Female,Student,None,NA
9,Ranger Hollow,Mark,Thomas,42,Head,Single,Male,Dentist,None,Christian
10,Ranger Hollow,Nicola,James,79,Head,Widowed,Female,Retired Bookseller,None,Christian
11,Ranger Hollow,Brenda,Davies,74,Head,Widowed,Female,"Retired Copywriter, advertising",None,None
12,Ranger Hollow,Tony,Lambert,64,Head,Widowed,Male,Site engineer,None,Christian
13,Ranger Hollow,Conor,Ross,71,Head,Single,Male,Retired Dentist,None,Methodist
14,Ranger Hollow,Julian,Johnston,38,Head,Single,Male,Museum/gallery curator,None,Methodist
15,Ranger Hollow,Leonard,Wilson,71,Head,Single,Male,"Retired Solicitor, Scotland",None,Catholic
16,Ranger Hollow,Maria,Ryan,25,Head,Married,Female,Energy engineer,None,Christian
16,Ranger Hollow,Damian,Ryan-Davies,25,Husband,Married,Male,Patent examiner,None,None
16,Ranger Hollow,Craig,Ryan-Davies,0,Adopted Son,NA,Male,Child,None,NA
16,Ranger Hollow,Kayleigh,Stephens,24,Lodger,Single,Female,Translator,None,Christian
17,Ranger Hollow,Donald,Blackburn,27,Head,Single,Male,"Engineer, aeronautical",None,None
18,Ranger Hollow,Maria,Thomas,70,Head,Widowed,Female,Retired Charity fundraiser,None,Christian
19,Ranger Hollow,Leah,Norton,33,Head,Single,Female,"Producer, television/film/video",None,None
19,Ranger Hollow,Billy,Andrews,37,Partner,Single,Male,Health physicist,None,None
19,Ranger Hollow,Jessica,Bell,34,Visitor,Single,Female,Quality manager,None,Christian
20,Ranger Hollow,Gareth,Cook,19,Head,Single,Male,University Student,None,None
20,Ranger Hollow,Albert,Clarke,27,None,Single,Male,Chief Strategy Officer,None,None
20,Ranger Hollow,Rhys,Graham,18,None,Single,Male,Student,None,NA
21,Ranger Hollow,Norman,Welch,34,Head,Married,Male,Print production planner,None,None
21,Ranger Hollow,Rosie,Welch,29,Wife,Married,Female,Historic buildings inspector/conservation officer,None,None
22,Ranger Hollow,Jade,Turner,67,Head,Widowed,Female,Animator,None,Christian
23,Ranger Hollow,Jasmine,Willis,67,Head,Widowed,Female,Environmental consultant,None,Christian
24,Ranger Hollow,Joel,Hunt,31,Head,Divorced,Male,Unemployed,None,None
25,Ranger Hollow,Chloe,Lewis,53,Head,Single,Female,Immunologist,None,None
25,Ranger Hollow,Abdul,Williams,57,Partner,Single,Male,Field trials officer,None,None
26,Ranger Hollow,Tom,Long,81,Head,Divorced,Male,Retired Research scientist (life sciences),None,Christian
27,Ranger Hollow,Leon,Sutton,60,Head,Divorced,Male,"Psychologist, counselling",None,None
28,Ranger Hollow,Marilyn,Donnelly,69,Head,Widowed,Female,Retired Recycling officer,None,Muslim
29,Ranger Hollow,Douglas,Haynes,45,Head,Married,Male,Contractor,None,None
29,Ranger Hollow,Anna,Haynes,43,Wife,Married,Female,"Lecturer, higher education",None,None
30,Ranger Hollow,Pamela,Hawkins,26,Head,Divorced,Female,Aeronautical engineer,None,Christian
31,Ranger Hollow,Jodie,Manning,54,Head,Single,Female,"Engineer, aeronautical",None,Christian
31,Ranger Hollow,Margaret,Patel,9,Granddaughter,NA,Female,Student,None,NA
31,Ranger Hollow,Jason,Carr,5,Grandson,NA,Male,Student,None,NA
1,Ring Street,Marcus,Shepherd,80,Head,Widowed,Male,Retired Commissioning editor,None,Christian
2,Ring Street,Annette,Jennings,74,Head,Married,Female,Retired Planning and development surveyor,None,Catholic
2,Ring Street,Alexander,Jennings,72,Husband,Married,Male,Retired Lexicographer,None,None
3,Ring Street,Paige,Wright,71,Head,Divorced,Female,"Retired Development worker, community",None,Christian
4,Ring Street,Gemma,Godfrey,66,Head,Widowed,Female,Unemployed,None,Christian
5,Ring Street,Alexandra,Evans,20,Head,Single,Female,University Student,None,Catholic
6,Ring Street,Frederick,Thomas,48,Head,Divorced,Male,Equality and diversity officer,None,None
7,Ring Street,Glen,Price,61,Head,Single,Male,Academic librarian,None,Catholic
8,Ring Street,Allan,Reid,74,Head,Widowed,Male,Retired Estate agent,None,Christian
9,Ring Street,George,Graham,26,Head,Single,Male,Unemployed,None,Catholic
10,Ring Street,Amanda,Walters,76,Head,Widowed,Female,Retired Production manager,None,None
11,Ring Street,Wayne,Adams,54,Head,Single,Male,Paediatric nurse,None,Christian
11,Ring Street,Maurice,Gough,24,None,Single,Male,Health promotion specialist,None,None
12,Ring Street,Lindsey,King,71,Head,Single,Female,"Retired Merchandiser, retail",None,Christian
13,Ring Street,Jamie,Lloyd,22,Head,Divorced,Male,Tax adviser,None,None
14,Ring Street,Stanley,Hughes,53,Head,Single,Male,Chief Operating Officer,None,None
15,Ring Street,Lauren,Atkinson,70,Head,Widowed,Female,Unemployed,None,Methodist
16,Ring Street,Graeme,King,65,Head,Widowed,Male,IT sales professional,None,Methodist
17,Ring Street,Samantha,Campbell,50,Head,Divorced,Female,Mudlogger,None,Christian
18,Ring Street,Harriet,Singh,66,Head,Widowed,Female,Fitness centre manager,None,None
19,Ring Street,Natalie,Barry,74,Head,Widowed,Female,"Retired Surveyor, commercial/residential",None,None
20,Ring Street,Roy,Gray,60,Head,Widowed,Male,Museum/gallery conservator,None,Christian
21,Ring Street,Rosie,Barker,49,Head,Married,Female,Haematologist,None,None
21,Ring Street,Terry,Barker,53,Husband,Married,Male,Broadcast presenter,None,None
21,Ring Street,Wayne,Barker,22,Son,Single,Male,University Student,None,None
22,Ring Street,Duncan,Pugh,32,Head,Single,Male,Financial adviser,None,None
23,Ring Street,Pauline,Jennings,39,Head,Divorced,Female,Unemployed,None,Catholic
24,Ring Street,Beverley,Miah,45,Head,Married,Female,Unemployed,None,Christian
24,Ring Street,Frederick,Miah,46,Husband,Married,Male,Technical brewer,None,Christian
25,Ring Street,Hayley,Fitzgerald,67,Head,Widowed,Female,"Scientist, research (medical)",None,None
26,Ring Street,Glen,Pugh,26,Head,Single,Male,Automotive engineer,None,None
26,Ring Street,Jade,Mahmood,42,None,Single,Female,Geophysicist/field seismologist,None,Jewish
26,Ring Street,Jennifer,Gordon,40,None,Single,Female,Petroleum engineer,None,Christian
27,Ring Street,Lynn,Owen,74,Head,Widowed,Female,Unemployed,None,Christian
28,Ring Street,Jeremy,Talbot,44,Head,Single,Male,Newspaper journalist,None,None
29,Ring Street,Marian,Davies,37,Head,Married,Female,Musician,None,None
29,Ring Street,Ricky,Davies,41,Husband,Married,Male,"Solicitor, Scotland",None,None
30,Ring Street,Nicole,Cross,62,Head,Divorced,Female,Computer games developer,None,None
31,Ring Street,Rachael,Lane,44,Head,Married,Female,Management consultant,None,Methodist
31,Ring Street,Victor,Lane,46,Husband,Married,Male,Unemployed,None,Methodist
31,Ring Street,Leanne,Lane,10,Daughter,NA,Female,Student,None,NA
32,Ring Street,Karl,Hunter,56,Head,Single,Male,"Therapist, occupational",None,Christian
33,Ring Street,Emily,Thomas,66,Head,Widowed,Female,"Radiographer, diagnostic",None,Methodist
34,Ring Street,Michelle,Wright,26,Head,Single,Female,"Programmer, multimedia",None,None
35,Ring Street,Owen,King,36,Head,Single,Male,"Psychotherapist, child",None,Catholic
36,Ring Street,Joseph,Clements,74,Head,Married,Male,"Retired Designer, textile",None,Christian
36,Ring Street,Stephanie,Clements,75,Wife,Married,Female,Retired Corporate treasurer,None,None
37,Ring Street,Ricky,Page,65,Head,Widowed,Male,"Scientist, research (physical sciences)",None,Christian
38,Ring Street,Rosie,Carter,23,Head,Married,Female,Agricultural engineer,None,None
38,Ring Street,Marcus,Carter,25,Husband,Married,Male,"Engineer, civil (consulting)",None,None
38,Ring Street,Kim,Carter,0,Daughter,NA,Female,Child,None,NA
39,Ring Street,Joanne,Ross,18,Head,Single,Female,Student, ,NA
40,Ring Street,Karl,Howells,66,Head,Widowed,Male,"Presenter, broadcasting",None,None
41,Ring Street,Vanessa,Potts,52,Head,Single,Female,Magazine features editor,None,Sikh
42,Ring Street,Norman,Reid,34,Head,Single,Male,"Programmer, systems",None,Catholic
43,Ring Street,Danny,Pollard,46,Head,Single,Male,Information officer,None,Christian
43,Ring Street,Bryan,Palmer,48,None,Single,Male,"Psychologist, forensic",None,Catholic
44,Ring Street,Ian,Martin,95,Head,Widowed,Male,Retired Estate manager/land agent,None,Christian
45,Ring Street,Carly,Coles,79,Head,Married,Female,Retired Town planner,None,None
45,Ring Street,Paul,Coles,77,Husband,Married,Male,"Retired Nurse, mental health",None,None
46,Ring Street,Carole,Davis,43,Head,Married,Female,Food technologist,None,Methodist
46,Ring Street,Luke,Davis,43,Husband,Married,Male,Arboriculturist,None,Methodist
46,Ring Street,Raymond,Bailey,14,Son,NA,Male,Student,None,NA
1,Henge Lights,Amelia,Hardy,51,Head,Divorced,Female,Risk analyst,None,Muslim
2,Henge Lights,Mohamed,Ahmed,52,Head,Single,Male,Web designer,None,Christian
2,Henge Lights,Kerry,Cook,30,None,Single,Female,"Geologist, wellsite",None,Methodist
3,Henge Lights,Teresa,Wheeler,40,Head,Single,Female,Charity officer,None,None
3,Henge Lights,Sam,Wheeler,7,Son,NA,Male,Student,None,NA
3,Henge Lights,Linda,Wheeler,6,Daughter,NA,Female,Student,None,NA
3,Henge Lights,Dennis,Wheeler,5,Son,NA,Male,Student,None,NA
4,Henge Lights,Joshua,Jones,62,Head,Divorced,Male,Water engineer,None,Christian
5,Henge Lights,Yvonne,White,30,Head,Widowed,Female,Ambulance person,None,None
5,Henge Lights,Chelsea,White,6,Daughter,NA,Female,Student,None,NA
6,Henge Lights,Nicholas,Kennedy,85,Head,Married,Male,"Retired Geologist, wellsite",None,Christian
6,Henge Lights,Kirsty,Kennedy,80,Wife,Married,Female,Retired Paramedic,None,Christian
6,Henge Lights,Rhys,Kennedy,63,Son,Married,Male,Planning and development surveyor,None,None
6,Henge Lights,Elizabeth,Kennedy,58,Daughter-in-law,Married,Female,"Pilot, airline",None,None
7,Henge Lights,Bernard,Wilson,65,Head,Widowed,Male,"Engineer, civil (contracting)",None,Christian
8,Henge Lights,Gail,Hooper,59,Head,Single,Female,Advertising account planner,None,Christian
8,Henge Lights,Mohammad,Thomas,60,Partner,Single,Male,Oceanographer,None,None
9,Henge Lights,Aaron,Chapman,37,Head,Single,Male,Multimedia programmer,None,Catholic
10,Henge Lights,Samantha,James,69,Head,Widowed,Female,Retired Armed forces technical officer,None,Methodist
11,Henge Lights,William,Taylor,58,Head,Divorced,Male,Field seismologist,None,Christian
12,Henge Lights,Kimberley,Kennedy,68,Head,Widowed,Female,Retired Race relations officer,None,Christian
13,Henge Lights,Jacqueline,Newton,44,Head,Single,Female,Immigration officer,None,None
14,Henge Lights,Kim,Murphy,73,Head,Widowed,Female,Retired Gaffer,None,Christian
15,Henge Lights,Heather,Yates,70,Head,Widowed,Female,"Retired Teacher, adult education",None,Methodist
16,Henge Lights,Roy,Knight,26,Head,Divorced,Male,Horticultural consultant,None,None
17,Henge Lights,Megan,Holloway,18,Head,Single,Female,Student,None,NA
18,Henge Lights,Joel,Perkins,62,Head,Single,Male,Structural engineer,None,Christian
18,Henge Lights,Sean,Perkins,29,Son,Divorced,Male,"Pharmacist, community",None,None
19,Henge Lights,Paula,Wilson,43,Head,Single,Female,Photographer,None,Catholic
20,Henge Lights,Leslie,Simpson,73,Head,Divorced,Male,Retired Research scientist (maths),None,Christian
21,Henge Lights,Anna,James,72,Head,Married,Female,Retired Forensic scientist,None,Christian
21,Henge Lights,Paul,James,69,Husband,Married,Male,Retired Higher education lecturer,None,None
21,Henge Lights,Gareth,James,41,Son,Single,Male,Social worker,None,None
22,Henge Lights,Jemma,Gordon,79,Head,Widowed,Female,"Retired Engineer, automotive",None,None
23,Henge Lights,Dorothy,Jones,26,Head,Single,Female,Arts development officer,None,None
23,Henge Lights,Sylvia,Jones,2,Daughter,NA,Female,Child,None,NA
23,Henge Lights,Dean,Jones,1,Son,NA,Male,Child,None,NA
24,Henge Lights,Diana,Hart,32,Head,Divorced,Female,Customer service manager,None,Catholic
25,Henge Lights,Diane,Dean,74,Head,Widowed,Female,"Retired Producer, television/film/video",None,Christian
26,Henge Lights,Aimee,Kent,78,Head,Married,Female,Retired Plant breeder/geneticist,None,None
26,Henge Lights,Shaun,Kent,79,Husband,Married,Male,Retired Sports coach,None,None
27,Henge Lights,Kelly,Foster,24,Head,Single,Female,Ophthalmologist,None,Christian
28,Henge Lights,Heather,Robinson,31,Head,Married,Female,Ranger/warden,None,Christian
28,Henge Lights,Hugh,Robinson,34,Husband,Married,Male,"Physicist, medical",None,Christian
28,Henge Lights,Kate,Robinson,13,Adopted Daughter,NA,Female,Student,None,NA
28,Henge Lights,Gavin,Robinson,9,Son,NA,Male,Student,None,NA
29,Henge Lights,Kimberley,Booth,48,Head,Married,Female,Unemployed,None,None
